id;set;series;publisher;generation;release_date;name;set_num;rarity;nationalPokedexNumbers
neo2-54;Neo Discovery;Neo;WOTC;Second;6/1/2001;Dunsparce;54;Common;[206]
neo2-55;Neo Discovery;Neo;WOTC;Second;6/1/2001;Hoppip;55;Common;[187]
neo2-56;Neo Discovery;Neo;WOTC;Second;6/1/2001;Kabuto;56;Common;[140]
neo2-57;Neo Discovery;Neo;WOTC;Second;6/1/2001;Larvitar;57;Common;[246]
neo2-58;Neo Discovery;Neo;WOTC;Second;6/1/2001;Mareep;58;Common;[179]
neo2-59;Neo Discovery;Neo;WOTC;Second;6/1/2001;Natu;59;Common;[177]
neo2-60;Neo Discovery;Neo;WOTC;Second;6/1/2001;Omanyte;60;Common;[138]
neo2-61;Neo Discovery;Neo;WOTC;Second;6/1/2001;Pineco;61;Common;[204]
neo2-62;Neo Discovery;Neo;WOTC;Second;6/1/2001;Poliwag;62;Common;[60]
neo2-63;Neo Discovery;Neo;WOTC;Second;6/1/2001;Sentret;63;Common;[161]
neo2-64;Neo Discovery;Neo;WOTC;Second;6/1/2001;Spinarak;64;Common;[167]
neo2-65;Neo Discovery;Neo;WOTC;Second;6/1/2001;Teddiursa;65;Common;[216]
neo2-66;Neo Discovery;Neo;WOTC;Second;6/1/2001;Tyrogue;66;Common;[236]
neo2-67;Neo Discovery;Neo;WOTC;Second;6/1/2001;Unown [E];67;Common;[201]
neo2-68;Neo Discovery;Neo;WOTC;Second;6/1/2001;Unown [I];68;Common;[201]
neo2-69;Neo Discovery;Neo;WOTC;Second;6/1/2001;Unown [O];69;Common;[201]
neo2-70;Neo Discovery;Neo;WOTC;Second;6/1/2001;Weedle;70;Common;[13]
neo2-71;Neo Discovery;Neo;WOTC;Second;6/1/2001;Wooper;71;Common;[194]
neo2-72;Neo Discovery;Neo;WOTC;Second;6/1/2001;Fossil Egg;72;Uncommon;
neo2-73;Neo Discovery;Neo;WOTC;Second;6/1/2001;Hyper Devolution Spray;73;Uncommon;
neo2-74;Neo Discovery;Neo;WOTC;Second;6/1/2001;Ruin Wall;74;Uncommon;
neo2-75;Neo Discovery;Neo;WOTC;Second;6/1/2001;Energy Ark;75;Common;
si1-1;Southern Islands;Other;WOTC;Second;7/31/2001;Mew;1;;[151]
si1-2;Southern Islands;Other;WOTC;Second;7/31/2001;Pidgeot;2;;[18]
si1-3;Southern Islands;Other;WOTC;Second;7/31/2001;Onix;3;;[95]
si1-4;Southern Islands;Other;WOTC;Second;7/31/2001;Togepi;4;;[175]
si1-5;Southern Islands;Other;WOTC;Second;7/31/2001;Ivysaur;5;;[2]
si1-6;Southern Islands;Other;WOTC;Second;7/31/2001;Raticate;6;;[20]
si1-7;Southern Islands;Other;WOTC;Second;7/31/2001;Ledyba;7;;[165]
si1-8;Southern Islands;Other;WOTC;Second;7/31/2001;Jigglypuff;8;;[39]
si1-9;Southern Islands;Other;WOTC;Second;7/31/2001;Butterfree;9;;[12]
si1-10;Southern Islands;Other;WOTC;Second;7/31/2001;Tentacruel;10;;[73]
si1-11;Southern Islands;Other;WOTC;Second;7/31/2001;Marill;11;;[183]
si1-12;Southern Islands;Other;WOTC;Second;7/31/2001;Lapras;12;;[131]
si1-13;Southern Islands;Other;WOTC;Second;7/31/2001;Exeggutor;13;;[103]
si1-14;Southern Islands;Other;WOTC;Second;7/31/2001;Slowking;14;;[199]
si1-15;Southern Islands;Other;WOTC;Second;7/31/2001;Wartortle;15;;[8]
si1-16;Southern Islands;Other;WOTC;Second;7/31/2001;Lickitung;16;;[108]
si1-17;Southern Islands;Other;WOTC;Second;7/31/2001;Vileplume;17;;[45]
si1-18;Southern Islands;Other;WOTC;Second;7/31/2001;Primeape;18;;[57]
neo3-1;Neo Revelation;Neo;WOTC;Second;9/21/2001;Ampharos;1;Rare Holo;[181]
neo3-2;Neo Revelation;Neo;WOTC;Second;9/21/2001;Blissey;2;Rare Holo;[242]
neo3-3;Neo Revelation;Neo;WOTC;Second;9/21/2001;Celebi;3;Rare Holo;[251]
neo3-4;Neo Revelation;Neo;WOTC;Second;9/21/2001;Crobat;4;Rare Holo;[169]
neo3-5;Neo Revelation;Neo;WOTC;Second;9/21/2001;Delibird;5;Rare Holo;[225]
neo3-6;Neo Revelation;Neo;WOTC;Second;9/21/2001;Entei;6;Rare Holo;[244]
neo3-7;Neo Revelation;Neo;WOTC;Second;9/21/2001;Ho-oh;7;Rare Holo;[250]
neo3-8;Neo Revelation;Neo;WOTC;Second;9/21/2001;Houndoom;8;Rare Holo;[229]
neo3-9;Neo Revelation;Neo;WOTC;Second;9/21/2001;Jumpluff;9;Rare Holo;[189]
neo3-10;Neo Revelation;Neo;WOTC;Second;9/21/2001;Magneton;10;Rare Holo;[82]
neo3-11;Neo Revelation;Neo;WOTC;Second;9/21/2001;Misdreavus;11;Rare Holo;[200]
neo3-12;Neo Revelation;Neo;WOTC;Second;9/21/2001;Porygon2;12;Rare Holo;[233]
neo3-13;Neo Revelation;Neo;WOTC;Second;9/21/2001;Raikou;13;Rare Holo;[243]
neo3-14;Neo Revelation;Neo;WOTC;Second;9/21/2001;Suicune;14;Rare Holo;[245]
neo3-15;Neo Revelation;Neo;WOTC;Second;9/21/2001;Aerodactyl;15;Rare;[142]
neo3-16;Neo Revelation;Neo;WOTC;Second;9/21/2001;Celebi;16;Rare;[251]
neo3-17;Neo Revelation;Neo;WOTC;Second;9/21/2001;Entei;17;Rare;[244]
neo3-18;Neo Revelation;Neo;WOTC;Second;9/21/2001;Ho-oh;18;Rare;[250]
neo3-19;Neo Revelation;Neo;WOTC;Second;9/21/2001;Kingdra;19;Rare;[230]
neo3-20;Neo Revelation;Neo;WOTC;Second;9/21/2001;Lugia;20;Rare;[249]
neo3-21;Neo Revelation;Neo;WOTC;Second;9/21/2001;Raichu;21;Rare;[26]
neo3-22;Neo Revelation;Neo;WOTC;Second;9/21/2001;Raikou;22;Rare;[243]
neo3-23;Neo Revelation;Neo;WOTC;Second;9/21/2001;Skarmory;23;Rare;[227]
neo3-24;Neo Revelation;Neo;WOTC;Second;9/21/2001;Sneasel;24;Rare;[215]
neo3-25;Neo Revelation;Neo;WOTC;Second;9/21/2001;Starmie;25;Rare;[121]
neo3-26;Neo Revelation;Neo;WOTC;Second;9/21/2001;Sudowoodo;26;Rare;[185]
neo3-27;Neo Revelation;Neo;WOTC;Second;9/21/2001;Suicune;27;Rare;[245]
neo3-28;Neo Revelation;Neo;WOTC;Second;9/21/2001;Flaaffy;28;Uncommon;[180]
neo3-29;Neo Revelation;Neo;WOTC;Second;9/21/2001;Golbat;29;Uncommon;[42]
neo3-30;Neo Revelation;Neo;WOTC;Second;9/21/2001;Graveler;30;Uncommon;[75]
neo3-31;Neo Revelation;Neo;WOTC;Second;9/21/2001;Jynx;31;Uncommon;[124]
neo3-32;Neo Revelation;Neo;WOTC;Second;9/21/2001;Lanturn;32;Uncommon;[171]
neo3-33;Neo Revelation;Neo;WOTC;Second;9/21/2001;Magcargo;33;Uncommon;[219]
neo3-34;Neo Revelation;Neo;WOTC;Second;9/21/2001;Octillery;34;Uncommon;[224]
neo3-35;Neo Revelation;Neo;WOTC;Second;9/21/2001;Parasect;35;Uncommon;[47]
neo3-36;Neo Revelation;Neo;WOTC;Second;9/21/2001;Piloswine;36;Uncommon;[221]
neo3-37;Neo Revelation;Neo;WOTC;Second;9/21/2001;Seaking;37;Uncommon;[119]
neo3-38;Neo Revelation;Neo;WOTC;Second;9/21/2001;Stantler;38;Uncommon;[234]
neo3-39;Neo Revelation;Neo;WOTC;Second;9/21/2001;Unown [B];39;Uncommon;[201]
neo3-40;Neo Revelation;Neo;WOTC;Second;9/21/2001;Unown [Y];40;Uncommon;[201]
neo3-41;Neo Revelation;Neo;WOTC;Second;9/21/2001;Aipom;41;Common;[190]
neo3-42;Neo Revelation;Neo;WOTC;Second;9/21/2001;Chinchou;42;Common;[170]
neo3-43;Neo Revelation;Neo;WOTC;Second;9/21/2001;Farfetch'd;43;Common;[83]
neo3-44;Neo Revelation;Neo;WOTC;Second;9/21/2001;Geodude;44;Common;[74]
neo3-45;Neo Revelation;Neo;WOTC;Second;9/21/2001;Goldeen;45;Common;[118]
neo3-46;Neo Revelation;Neo;WOTC;Second;9/21/2001;Murkrow;46;Common;[198]
neo3-47;Neo Revelation;Neo;WOTC;Second;9/21/2001;Paras;47;Common;[46]
neo3-48;Neo Revelation;Neo;WOTC;Second;9/21/2001;Quagsire;48;Common;[195]
neo3-49;Neo Revelation;Neo;WOTC;Second;9/21/2001;Qwilfish;49;Common;[211]
neo3-50;Neo Revelation;Neo;WOTC;Second;9/21/2001;Remoraid;50;Common;[223]
neo3-51;Neo Revelation;Neo;WOTC;Second;9/21/2001;Shuckle;51;Common;[213]
neo3-52;Neo Revelation;Neo;WOTC;Second;9/21/2001;Skiploom;52;Common;[188]
neo3-53;Neo Revelation;Neo;WOTC;Second;9/21/2001;Slugma;53;Common;[218]
neo3-54;Neo Revelation;Neo;WOTC;Second;9/21/2001;Smoochum;54;Common;[238]
neo3-55;Neo Revelation;Neo;WOTC;Second;9/21/2001;Snubbull;55;Common;[209]
neo3-56;Neo Revelation;Neo;WOTC;Second;9/21/2001;Staryu;56;Common;[120]
neo3-57;Neo Revelation;Neo;WOTC;Second;9/21/2001;Swinub;57;Common;[220]
neo3-58;Neo Revelation;Neo;WOTC;Second;9/21/2001;Unown [K];58;Common;[201]
neo3-59;Neo Revelation;Neo;WOTC;Second;9/21/2001;Zubat;59;Common;[41]
neo3-60;Neo Revelation;Neo;WOTC;Second;9/21/2001;Balloon Berry;60;Uncommon;
neo3-61;Neo Revelation;Neo;WOTC;Second;9/21/2001;Healing Field;61;Uncommon;
neo3-62;Neo Revelation;Neo;WOTC;Second;9/21/2001;Pokémon Breeder Fields;62;Uncommon;
neo3-63;Neo Revelation;Neo;WOTC;Second;9/21/2001;Rocket's Hideout;63;Uncommon;
neo3-64;Neo Revelation;Neo;WOTC;Second;9/21/2001;Old Rod;64;Common;
neo3-65;Neo Revelation;Neo;WOTC;Second;9/21/2001;Shining Gyarados;65;Rare Shining;[130]
neo3-66;Neo Revelation;Neo;WOTC;Second;9/21/2001;Shining Magikarp;66;Rare Shining;[129]
neo4-1;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Ampharos;1;Rare Holo;[181]
neo4-2;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Crobat;2;Rare Holo;[169]
neo4-3;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Donphan;3;Rare Holo;[232]
neo4-4;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Espeon;4;Rare Holo;[196]
neo4-5;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Feraligatr;5;Rare Holo;[160]
neo4-6;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Gengar;6;Rare Holo;[94]
neo4-7;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Houndoom;7;Rare Holo;[229]
neo4-8;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Porygon2;8;Rare Holo;[233]
neo4-9;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Scizor;9;Rare Holo;[212]
neo4-10;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Typhlosion;10;Rare Holo;[157]
neo4-11;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Tyranitar;11;Rare Holo;[248]
neo4-12;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Arcanine;12;Rare Holo;[59]
neo4-13;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Azumarill;13;Rare Holo;[184]
neo4-14;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Dragonite;14;Rare Holo;[149]
neo4-15;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Togetic;15;Rare Holo;[176]
neo4-16;Neo Destiny;Neo;WOTC;Second;2/28/2002;Miracle Energy;16;Rare Holo;
neo4-17;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Ariados;17;Rare;[168]
neo4-18;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Magcargo;18;Rare;[219]
neo4-19;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Omastar;19;Rare;[139]
neo4-20;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Slowking;20;Rare;[199]
neo4-21;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Ursaring;21;Rare;[217]
neo4-22;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Dragonair;22;Rare;[148]
neo4-23;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Lanturn;23;Rare;[171]
neo4-24;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Ledian;24;Rare;[166]
neo4-25;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Machamp;25;Rare;[68]
neo4-26;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Piloswine;26;Rare;[221]
neo4-27;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [G];27;Rare;[201]
neo4-28;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [H];28;Rare;[201]
neo4-29;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [W];29;Rare;[201]
neo4-30;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [X];30;Rare;[201]
neo4-31;Neo Destiny;Neo;WOTC;Second;2/28/2002;Chansey;31;Uncommon;[113]
neo4-32;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Croconaw;32;Uncommon;[159]
neo4-33;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Exeggutor;33;Uncommon;[103]
neo4-34;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Flaaffy;34;Uncommon;[180]
neo4-35;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Forretress;35;Uncommon;[205]
neo4-36;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Haunter;36;Uncommon;[93]
neo4-37;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Omanyte;37;Uncommon;[138]
neo4-38;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Pupitar;38;Uncommon;[247]
neo4-39;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Quilava;39;Uncommon;[156]
neo4-40;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Wigglytuff;40;Uncommon;[40]
neo4-41;Neo Destiny;Neo;WOTC;Second;2/28/2002;Heracross;41;Uncommon;[214]
neo4-42;Neo Destiny;Neo;WOTC;Second;2/28/2002;Hitmonlee;42;Uncommon;[106]
neo4-43;Neo Destiny;Neo;WOTC;Second;2/28/2002;Houndour;43;Uncommon;[228]
neo4-44;Neo Destiny;Neo;WOTC;Second;2/28/2002;Jigglypuff;44;Uncommon;[39]
neo4-45;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Dewgong;45;Uncommon;[87]
neo4-46;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Flareon;46;Uncommon;[136]
neo4-47;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Golduck;47;Uncommon;[55]
neo4-48;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Jolteon;48;Uncommon;[135]
neo4-49;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Machoke;49;Uncommon;[67]
neo4-50;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Ninetales;50;Uncommon;[38]
neo4-51;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Slowbro;51;Uncommon;[80]
neo4-52;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Vaporeon;52;Uncommon;[134]
neo4-53;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Venomoth;53;Uncommon;[49]
neo4-54;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Wigglytuff;54;Uncommon;[40]
neo4-55;Neo Destiny;Neo;WOTC;Second;2/28/2002;Scyther;55;Uncommon;[123]
neo4-56;Neo Destiny;Neo;WOTC;Second;2/28/2002;Togepi;56;Uncommon;[175]
neo4-57;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [C];57;Uncommon;[201]
neo4-58;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [P];58;Uncommon;[201]
neo4-59;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [Q];59;Uncommon;[201]
neo4-60;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [Z];60;Uncommon;[201]
neo4-61;Neo Destiny;Neo;WOTC;Second;2/28/2002;Cyndaquil;61;Common;[155]
neo4-62;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dark Octillery;62;Common;[224]
neo4-63;Neo Destiny;Neo;WOTC;Second;2/28/2002;Dratini;63;Common;[147]
neo4-64;Neo Destiny;Neo;WOTC;Second;2/28/2002;Exeggcute;64;Common;[102]
neo4-65;Neo Destiny;Neo;WOTC;Second;2/28/2002;Gastly;65;Common;[92]
neo4-66;Neo Destiny;Neo;WOTC;Second;2/28/2002;Girafarig;66;Common;[203]
neo4-67;Neo Destiny;Neo;WOTC;Second;2/28/2002;Gligar;67;Common;[207]
neo4-68;Neo Destiny;Neo;WOTC;Second;2/28/2002;Growlithe;68;Common;[58]
neo4-69;Neo Destiny;Neo;WOTC;Second;2/28/2002;Hitmonchan;69;Common;[107]
neo4-70;Neo Destiny;Neo;WOTC;Second;2/28/2002;Larvitar;70;Common;[246]
neo4-71;Neo Destiny;Neo;WOTC;Second;2/28/2002;Ledyba;71;Common;[165]
neo4-72;Neo Destiny;Neo;WOTC;Second;2/28/2002;Light Sunflora;72;Common;[192]
neo4-73;Neo Destiny;Neo;WOTC;Second;2/28/2002;Machop;73;Common;[66]
neo4-74;Neo Destiny;Neo;WOTC;Second;2/28/2002;Mantine;74;Common;[226]
neo4-75;Neo Destiny;Neo;WOTC;Second;2/28/2002;Mareep;75;Common;[179]
neo4-76;Neo Destiny;Neo;WOTC;Second;2/28/2002;Phanpy;76;Common;[231]
neo4-77;Neo Destiny;Neo;WOTC;Second;2/28/2002;Pineco;77;Common;[204]
neo4-78;Neo Destiny;Neo;WOTC;Second;2/28/2002;Porygon;78;Common;[137]
neo4-79;Neo Destiny;Neo;WOTC;Second;2/28/2002;Psyduck;79;Common;[54]
neo4-80;Neo Destiny;Neo;WOTC;Second;2/28/2002;Remoraid;80;Common;[223]
neo4-81;Neo Destiny;Neo;WOTC;Second;2/28/2002;Seel;81;Common;[86]
neo4-82;Neo Destiny;Neo;WOTC;Second;2/28/2002;Slugma;82;Common;[218]
neo4-83;Neo Destiny;Neo;WOTC;Second;2/28/2002;Sunkern;83;Common;[191]
neo4-84;Neo Destiny;Neo;WOTC;Second;2/28/2002;Swinub;84;Common;[220]
neo4-85;Neo Destiny;Neo;WOTC;Second;2/28/2002;Totodile;85;Common;[158]
neo4-86;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [L];86;Common;[201]
neo4-87;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [S];87;Common;[201]
neo4-88;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [T];88;Common;[201]
neo4-89;Neo Destiny;Neo;WOTC;Second;2/28/2002;Unown [V];89;Common;[201]
neo4-90;Neo Destiny;Neo;WOTC;Second;2/28/2002;Venonat;90;Common;[48]
neo4-91;Neo Destiny;Neo;WOTC;Second;2/28/2002;Vulpix;91;Common;[37]
neo4-92;Neo Destiny;Neo;WOTC;Second;2/28/2002;Broken Ground Gym;92;Rare;
neo4-93;Neo Destiny;Neo;WOTC;Second;2/28/2002;EXP.ALL;93;Rare;
neo4-94;Neo Destiny;Neo;WOTC;Second;2/28/2002;Impostor Professor Oak's Invention;94;Rare;
neo4-95;Neo Destiny;Neo;WOTC;Second;2/28/2002;Radio Tower;95;Rare;
neo4-96;Neo Destiny;Neo;WOTC;Second;2/28/2002;Thought Wave Machine;96;Rare;
neo4-97;Neo Destiny;Neo;WOTC;Second;2/28/2002;Counterattack Claws;97;Uncommon;
neo4-98;Neo Destiny;Neo;WOTC;Second;2/28/2002;Energy Amplifier;98;Uncommon;
neo4-99;Neo Destiny;Neo;WOTC;Second;2/28/2002;Energy Stadium;99;Uncommon;
neo4-100;Neo Destiny;Neo;WOTC;Second;2/28/2002;Lucky Stadium;100;Uncommon;
neo4-101;Neo Destiny;Neo;WOTC;Second;2/28/2002;Magnifier;101;Uncommon;
neo4-102;Neo Destiny;Neo;WOTC;Second;2/28/2002;Pokémon Personality Test;102;Uncommon;
neo4-103;Neo Destiny;Neo;WOTC;Second;2/28/2002;Team Rocket's Evil Deeds;103;Uncommon;
neo4-104;Neo Destiny;Neo;WOTC;Second;2/28/2002;Heal Powder;104;Common;
neo4-105;Neo Destiny;Neo;WOTC;Second;2/28/2002;Mail from Bill;105;Common;
neo4-106;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Celebi;106;Rare Shining;[251]
neo4-107;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Charizard;107;Rare Shining;[6]
neo4-108;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Kabutops;108;Rare Shining;[141]
neo4-109;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Mewtwo;109;Rare Shining;[150]
neo4-110;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Noctowl;110;Rare Shining;[164]
neo4-111;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Raichu;111;Rare Shining;[26]
neo4-112;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Steelix;112;Rare Shining;[208]
neo4-113;Neo Destiny;Neo;WOTC;Second;2/28/2002;Shining Tyranitar;113;Rare Shining;[248]
base6-1;Legendary Collection;Other;WOTC;Second;5/24/2002;Alakazam;1;Rare Holo;[65]
base6-2;Legendary Collection;Other;WOTC;Second;5/24/2002;Articuno;2;Rare Holo;[144]
base6-3;Legendary Collection;Other;WOTC;Second;5/24/2002;Charizard;3;Rare Holo;[6]
base6-4;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Blastoise;4;Rare Holo;[9]
base6-5;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Dragonite;5;Rare Holo;[149]
base6-6;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Persian;6;Rare Holo;[53]
base6-7;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Raichu;7;Rare Holo;[26]
base6-8;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Slowbro;8;Rare Holo;[80]
base6-9;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Vaporeon;9;Rare Holo;[134]
base6-10;Legendary Collection;Other;WOTC;Second;5/24/2002;Flareon;10;Rare Holo;[136]
base6-11;Legendary Collection;Other;WOTC;Second;5/24/2002;Gengar;11;Rare Holo;[94]
base6-12;Legendary Collection;Other;WOTC;Second;5/24/2002;Gyarados;12;Rare Holo;[130]
base6-13;Legendary Collection;Other;WOTC;Second;5/24/2002;Hitmonlee;13;Rare Holo;[106]
base6-14;Legendary Collection;Other;WOTC;Second;5/24/2002;Jolteon;14;Rare Holo;[135]
base6-15;Legendary Collection;Other;WOTC;Second;5/24/2002;Machamp;15;Rare Holo;[68]
base6-16;Legendary Collection;Other;WOTC;Second;5/24/2002;Muk;16;Rare Holo;[89]
base6-17;Legendary Collection;Other;WOTC;Second;5/24/2002;Ninetales;17;Rare Holo;[38]
base6-18;Legendary Collection;Other;WOTC;Second;5/24/2002;Venusaur;18;Rare Holo;[3]
base6-19;Legendary Collection;Other;WOTC;Second;5/24/2002;Zapdos;19;Rare Holo;[145]
base6-20;Legendary Collection;Other;WOTC;Second;5/24/2002;Beedrill;20;Rare;[15]
base6-21;Legendary Collection;Other;WOTC;Second;5/24/2002;Butterfree;21;Rare;[12]
base6-22;Legendary Collection;Other;WOTC;Second;5/24/2002;Electrode;22;Rare;[101]
base6-23;Legendary Collection;Other;WOTC;Second;5/24/2002;Exeggutor;23;Rare;[103]
base6-24;Legendary Collection;Other;WOTC;Second;5/24/2002;Golem;24;Rare;[76]
base6-25;Legendary Collection;Other;WOTC;Second;5/24/2002;Hypno;25;Rare;[97]
base6-26;Legendary Collection;Other;WOTC;Second;5/24/2002;Jynx;26;Rare;[124]
base6-27;Legendary Collection;Other;WOTC;Second;5/24/2002;Kabutops;27;Rare;[141]
base6-28;Legendary Collection;Other;WOTC;Second;5/24/2002;Magneton;28;Rare;[82]
base6-29;Legendary Collection;Other;WOTC;Second;5/24/2002;Mewtwo;29;Rare;[150]
base6-30;Legendary Collection;Other;WOTC;Second;5/24/2002;Moltres;30;Rare;[146]
base6-31;Legendary Collection;Other;WOTC;Second;5/24/2002;Nidoking;31;Rare;[34]
base6-32;Legendary Collection;Other;WOTC;Second;5/24/2002;Nidoqueen;32;Rare;[31]
base6-33;Legendary Collection;Other;WOTC;Second;5/24/2002;Pidgeot;33;Rare;[18]
base6-34;Legendary Collection;Other;WOTC;Second;5/24/2002;Pidgeotto;34;Rare;[17]
base6-35;Legendary Collection;Other;WOTC;Second;5/24/2002;Rhydon;35;Rare;[112]
base6-36;Legendary Collection;Other;WOTC;Second;5/24/2002;Arcanine;36;Uncommon;[59]
base6-37;Legendary Collection;Other;WOTC;Second;5/24/2002;Charmeleon;37;Uncommon;[5]
base6-38;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Dragonair;38;Uncommon;[148]
base6-39;Legendary Collection;Other;WOTC;Second;5/24/2002;Dark Wartortle;39;Uncommon;[8]
base6-40;Legendary Collection;Other;WOTC;Second;5/24/2002;Dewgong;40;Uncommon;[87]
base6-41;Legendary Collection;Other;WOTC;Second;5/24/2002;Dodrio;41;Uncommon;[85]
base6-42;Legendary Collection;Other;WOTC;Second;5/24/2002;Fearow;42;Uncommon;[22]
base6-43;Legendary Collection;Other;WOTC;Second;5/24/2002;Golduck;43;Uncommon;[55]
base6-44;Legendary Collection;Other;WOTC;Second;5/24/2002;Graveler;44;Uncommon;[75]
base6-45;Legendary Collection;Other;WOTC;Second;5/24/2002;Growlithe;45;Uncommon;[58]
base6-46;Legendary Collection;Other;WOTC;Second;5/24/2002;Haunter;46;Uncommon;[93]
base6-47;Legendary Collection;Other;WOTC;Second;5/24/2002;Ivysaur;47;Uncommon;[2]
base6-48;Legendary Collection;Other;WOTC;Second;5/24/2002;Kabuto;48;Uncommon;[140]
base6-49;Legendary Collection;Other;WOTC;Second;5/24/2002;Kadabra;49;Uncommon;[64]
base6-50;Legendary Collection;Other;WOTC;Second;5/24/2002;Kakuna;50;Uncommon;[14]
base6-51;Legendary Collection;Other;WOTC;Second;5/24/2002;Machoke;51;Uncommon;[67]
base6-52;Legendary Collection;Other;WOTC;Second;5/24/2002;Magikarp;52;Uncommon;[129]
base6-53;Legendary Collection;Other;WOTC;Second;5/24/2002;Meowth;53;Uncommon;[52]
base6-54;Legendary Collection;Other;WOTC;Second;5/24/2002;Metapod;54;Uncommon;[11]
base6-55;Legendary Collection;Other;WOTC;Second;5/24/2002;Nidorina;55;Uncommon;[30]
base6-56;Legendary Collection;Other;WOTC;Second;5/24/2002;Nidorino;56;Uncommon;[33]
base6-57;Legendary Collection;Other;WOTC;Second;5/24/2002;Omanyte;57;Uncommon;[138]
base6-58;Legendary Collection;Other;WOTC;Second;5/24/2002;Omastar;58;Uncommon;[139]
base6-59;Legendary Collection;Other;WOTC;Second;5/24/2002;Primeape;59;Uncommon;[57]
base6-60;Legendary Collection;Other;WOTC;Second;5/24/2002;Rapidash;60;Uncommon;[78]
base6-61;Legendary Collection;Other;WOTC;Second;5/24/2002;Raticate;61;Uncommon;[20]
base6-62;Legendary Collection;Other;WOTC;Second;5/24/2002;Sandslash;62;Uncommon;[28]
